id,text,greetings,goodbye_prompt,change_nib_or_iban,request_parking_lot,request_office_table_office,request_time_off,nothing_related
1465,"So long, and thanks for all the memories.",False,True,False,False,False,False,False
1466,"Just here to have a casual chat, without any specific agenda.",False,False,False,False,False,False,True
1467,I need to request time off on 11-04-2024.,False,False,False,False,False,True,False
1468,"Take care, my friend. Goodbye and keep shining.",False,True,False,False,False,False,False
1469,"Salutations, my fitness enthusiast! What new workout routines have you tried?",True,False,False,False,False,False,False
1470,"I need to book a parking lot in the Leiria office park l2 for 3-11-2023, can you assist me?",False,False,False,True,False,False,False
1471,"Hey there, my fellow mindfulness seeker! How have you been finding inner peace?",True,False,False,False,False,False,False
1472,"I need to arrange a parking space in the Lisbon office park l2 for 6-22-2023, can you assist me?",False,False,False,True,False,False,False
1473,"Welcome back, my fitness buddy! Any new workout routines to share?",True,False,False,False,False,False,False
1474,"If you had to summarize your favorite TV show in one sentence, how would you describe it?",False,False,False,False,False,False,True
1475,"Greetings, my fellow curator of memories! What precious moments have you captured recently?",True,False,False,False,False,False,False
1476,Peace and love!,False,True,False,False,False,False,False
1477,Wishing you a prosperous future. Goodbye for now!,False,True,False,False,False,False,False
1478,"I would like to reserve a parking spot in the Porto office park b1 for 8-16-2023, can you assist me?",False,False,False,True,False,False,False
1479,"No specific requests or requirements, simply here to connect and share.",False,False,False,False,False,False,True
1480,"I need to arrange a parking space in the Guarda office park l2 for 9-06-2023, can you assist me?",False,False,False,True,False,False,False
1481,"Could you assist me in securing a spot in the Braga office, specifically in room A1, on September 20th, 2023?",False,False,False,False,True,False,False
1482,I require my Workday IBAN to be changed to PT50261222031958220208030.,False,False,True,False,False,False,False
1483,"Farewell, and may your spirit soar!",False,True,False,False,False,False,False
1484,I need to alter my NIB in Workday to PT50407305473789696671977,False,False,True,False,False,False,False
1485,"Hello, my friend! Sending you positive vibes and good energy.",True,False,False,False,False,False,False
1486,I want to set my Workday NIB to PT50532427954395957806812,False,False,True,False,False,False,False
1487,Greetings and salutations! What's been going on in your life?,True,False,False,False,False,False,False
1488,Could you pleasebook a parking space for me in the Faro office park r1 on 8-17-2023?,False,False,False,True,False,False,False
1489,Just reaching out to say that I don't have any particular topics to discuss right now.,False,False,False,False,False,False,True
1490,"Hey there, trendsetter! What's the latest fashion craze in your world?",True,False,False,False,False,False,False
1491,"Just here to be present, no need for any specific purpose.",False,False,False,False,False,False,True
1492,I would like to request time off on 6-10-2023 and 7-10-2023.,False,False,False,False,False,True,False
1493,"Farewell, my friend, may our paths cross again someday.",False,True,False,False,False,False,False
1494,"To update my IBAN in Workday, I want to set it to PT50984883056417447169437.",False,False,True,False,False,False,False
1495,Hi there! Remember to stay true to yourself and follow your dreams.,True,False,False,False,False,False,False
1496,"I need to arrange a parking space in the Leiria office park b2 for 4-22-2023, can you assist me?",False,False,False,True,False,False,False
1497,My Workday IBAN should be updated to PT50214101426948749514037.,False,False,True,False,False,False,False
1498,I need to request time off on 2-02-2024 and 3-02-2024.,False,False,False,False,False,True,False
1499,"Greetings, my artistic soul! What masterpieces have you created lately?",True,False,False,False,False,False,False
1500,"With a burst of courage, the performer took the stage and delivered an unforgettable show.",False,False,False,False,True,False,False
1501,"To change my Workday NIB, I want to set it to PT50867392990436543725334.",False,False,True,False,False,False,False
1502,"To update my NIB in Workday, I need to set it to PT50683902750230887390445",False,False,True,False,False,False,False
1503,"Hey, sunshine! I hope your day is filled with joy and laughter.",True,False,False,False,False,False,False
1504,Could you please book a parking space for me in the Faro office park r1 on 7-18-2023?,False,False,False,True,False,False,False
1505,I want to set my Workday NIB to PT50749209385815457532801,False,False,True,False,False,False,False
1506,"I need to request time off on the 3rd and 4th of the month of June, in the year 2023.",False,False,False,False,False,True,False
1507,Can you please arrange a parking spot for me in the Braga office park f1 on 4-19-2023?,False,False,False,True,False,False,False
1508,I need to request time off on 1st June 2023.,False,False,False,False,False,True,False
1509,I need to request time off from 17-07-2024 to 21-07-2024.,False,False,False,False,False,True,False
1510,"No particular preferences for the taste, finding delight in every flavor.",False,False,False,False,False,False,True
1511,"Just savoring the present moment, no need to rush or plan ahead.",False,False,False,False,False,False,True
1512,My Workday NIB must be updated to PT50221887652089838468573.,False,False,True,False,False,False,False
1513,Can you help me reserve a parking spot in the Guarda office park l1 on 8-30-2023?,False,False,False,True,False,False,False
1514,"I'm interested in booking the Vila Real office, specifically in room C1, for the weekend of October 11th to 12th, 2023. Can you help me with that?",False,False,False,False,True,False,False
1515,I need to request time off on 25th May 2023.,False,False,False,False,False,True,False
1516,I need to request time off on 1-02-2024.,False,False,False,False,False,True,False
1517,"Can you help me reserve a spot in the Aveiro office, in the room c2 on May 29th, 2023?",False,False,False,False,True,False,False
1518,"Fare thee well, my kindred spirit.",False,True,False,False,False,False,False
1519,I need to request time off from 14-02-2024 to 18-02-2024.,False,False,False,False,False,True,False
1520,I need to arrange a parking space in the Lisbon office park b1 for 4-20-2023. Can you assist me?,False,False,False,True,False,False,False
1521,Can you help me book a parking lot in the Lisbon office park r2 on 4-01-2023?,False,False,False,True,False,False,False
1522,"To update my Workday NIB, I wish to set it to PT50712356077211674846606.",False,False,True,False,False,False,False
1523,Wishing you joy and fulfillment on your journey. Farewell!,False,True,False,False,False,False,False
1524,"Not seeking any specific answers or solutions, content with the moment.",False,False,False,False,False,False,True
1525,"Share a fascinating fact about a historical event or figure, and let's delve deeper into its significance.",False,False,False,False,False,False,True
1526,"Could you assist me in securing a spot in the Braga office, specifically in room A1, on December 29th, 2023?",False,False,False,False,True,False,False
1527,"Just here to be present, no need for any specific action or response.",False,False,False,False,False,False,True
1528,Let's create a list of essential items to pack for a hiking trip in the mountains.,False,False,False,False,False,False,True
1529,"I'm interested in booking the Vila Real office, specifically in room C1, for the weekend of October 14th to 15th, 2023. Can you help me with that?",False,False,False,False,True,False,False
